,X,ID,age,age_rounded,category,subCategory,Difference,income,degree
3208,3208,267,6,6.246575342,Knowledge,Knowledge_pics,0,more than $5000,Bachelor's degree
3209,3209,267,6,6.246575342,Knowledge,Knowledge_poems,3,more than $5000,Bachelor's degree
3210,3210,267,6,6.246575342,Knowledge,Knowledge_trivia,-6,more than $5000,Bachelor's degree
3211,3211,267,6,6.246575342,Novelty,Novelty_animals,-2,more than $5000,Bachelor's degree
3212,3212,267,6,6.246575342,Novelty,Novelty_objects,-6,more than $5000,Bachelor's degree
3213,3213,267,6,6.246575342,Novelty,Novelty_repetitions,3,more than $5000,Bachelor's degree
3214,3214,267,6,6.246575342,Uncertainty reduction,Uncertainty_cards,0,more than $5000,Bachelor's degree
3215,3215,267,6,6.246575342,Uncertainty reduction,Uncertainty_die,0,more than $5000,Bachelor's degree
3216,3216,267,6,6.246575342,Uncertainty reduction,Uncertainty_pixels,0,more than $5000,Bachelor's degree
3217,3217,268,7,7.643835616,Agency,Agency_butterflies,-1,more than $5000,Master's degree
3218,3218,268,7,7.643835616,Agency,Agency_doors,0,more than $5000,Master's degree
3219,3219,268,7,7.643835616,Agency,Agency_envelopes,0,more than $5000,Master's degree
3220,3220,268,7,7.643835616,Knowledge,Knowledge_pics,0,more than $5000,Master's degree
3221,3221,268,7,7.643835616,Knowledge,Knowledge_poems,-2,more than $5000,Master's degree
3222,3222,268,7,7.643835616,Knowledge,Knowledge_trivia,1,more than $5000,Master's degree
3223,3223,268,7,7.643835616,Novelty,Novelty_animals,0,more than $5000,Master's degree
3224,3224,268,7,7.643835616,Novelty,Novelty_objects,2,more than $5000,Master's degree
3225,3225,268,7,7.643835616,Novelty,Novelty_repetitions,1,more than $5000,Master's degree
3226,3226,268,7,7.643835616,Uncertainty reduction,Uncertainty_cards,-1,more than $5000,Master's degree
3227,3227,268,7,7.643835616,Uncertainty reduction,Uncertainty_die,-1,more than $5000,Master's degree
3228,3228,268,7,7.643835616,Uncertainty reduction,Uncertainty_pixels,1,more than $5000,Master's degree
3229,3229,269,10,10.68493151,Agency,Agency_butterflies,1,more than $5000,Bachelor's degree
3230,3230,269,10,10.68493151,Agency,Agency_doors,-1,more than $5000,Bachelor's degree
3231,3231,269,10,10.68493151,Agency,Agency_envelopes,1,more than $5000,Bachelor's degree
3232,3232,269,10,10.68493151,Knowledge,Knowledge_pics,1,more than $5000,Bachelor's degree
3233,3233,269,10,10.68493151,Knowledge,Knowledge_poems,2,more than $5000,Bachelor's degree
3234,3234,269,10,10.68493151,Knowledge,Knowledge_trivia,0,more than $5000,Bachelor's degree
3235,3235,269,10,10.68493151,Novelty,Novelty_animals,1,more than $5000,Bachelor's degree
3236,3236,269,10,10.68493151,Novelty,Novelty_objects,1,more than $5000,Bachelor's degree
3237,3237,269,10,10.68493151,Novelty,Novelty_repetitions,2,more than $5000,Bachelor's degree
3238,3238,269,10,10.68493151,Uncertainty reduction,Uncertainty_cards,1,more than $5000,Bachelor's degree
3239,3239,269,10,10.68493151,Uncertainty reduction,Uncertainty_die,1,more than $5000,Bachelor's degree
3240,3240,269,10,10.68493151,Uncertainty reduction,Uncertainty_pixels,2,more than $5000,Bachelor's degree
3241,3241,270,12,12.73972603,Agency,Agency_butterflies,1,more than $5000,Master's degree
3242,3242,270,12,12.73972603,Agency,Agency_doors,1,more than $5000,Master's degree
3243,3243,270,12,12.73972603,Agency,Agency_envelopes,1,more than $5000,Master's degree
3244,3244,270,12,12.73972603,Knowledge,Knowledge_pics,0,more than $5000,Master's degree
3245,3245,270,12,12.73972603,Knowledge,Knowledge_poems,0,more than $5000,Master's degree
3246,3246,270,12,12.73972603,Knowledge,Knowledge_trivia,0,more than $5000,Master's degree
3247,3247,270,12,12.73972603,Novelty,Novelty_animals,1,more than $5000,Master's degree
3248,3248,270,12,12.73972603,Novelty,Novelty_objects,1,more than $5000,Master's degree
3249,3249,270,12,12.73972603,Novelty,Novelty_repetitions,2,more than $5000,Master's degree
3250,3250,270,12,12.73972603,Uncertainty reduction,Uncertainty_cards,2,more than $5000,Master's degree
3251,3251,270,12,12.73972603,Uncertainty reduction,Uncertainty_die,2,more than $5000,Master's degree
3252,3252,270,12,12.73972603,Uncertainty reduction,Uncertainty_pixels,1,more than $5000,Master's degree
3253,3253,271,7,7.808219178,Agency,Agency_butterflies,0,between $2000 and $3000,Associate degree
3254,3254,271,7,7.808219178,Agency,Agency_doors,1,between $2000 and $3000,Associate degree
3255,3255,271,7,7.808219178,Agency,Agency_envelopes,-1,between $2000 and $3000,Associate degree
3256,3256,271,7,7.808219178,Knowledge,Knowledge_pics,3,between $2000 and $3000,Associate degree
3257,3257,271,7,7.808219178,Knowledge,Knowledge_poems,2,between $2000 and $3000,Associate degree
3258,3258,271,7,7.808219178,Knowledge,Knowledge_trivia,0,between $2000 and $3000,Associate degree
3259,3259,271,7,7.808219178,Novelty,Novelty_animals,1,between $2000 and $3000,Associate degree
3260,3260,271,7,7.808219178,Novelty,Novelty_objects,0,between $2000 and $3000,Associate degree
3261,3261,271,7,7.808219178,Novelty,Novelty_repetitions,6,between $2000 and $3000,Associate degree
3262,3262,271,7,7.808219178,Uncertainty reduction,Uncertainty_cards,1,between $2000 and $3000,Associate degree
3263,3263,271,7,7.808219178,Uncertainty reduction,Uncertainty_die,0,between $2000 and $3000,Associate degree
3264,3264,271,7,7.808219178,Uncertainty reduction,Uncertainty_pixels,2,between $2000 and $3000,Associate degree
3265,3265,272,5,5.589041096,Agency,Agency_butterflies,0,between $1000 and $1500,Master's degree
3266,3266,272,5,5.589041096,Agency,Agency_doors,0,between $1000 and $1500,Master's degree
3267,3267,272,5,5.589041096,Agency,Agency_envelopes,0,between $1000 and $1500,Master's degree
3268,3268,272,5,5.589041096,Knowledge,Knowledge_pics,-1,between $1000 and $1500,Master's degree
3269,3269,272,5,5.589041096,Knowledge,Knowledge_poems,0,between $1000 and $1500,Master's degree
3270,3270,272,5,5.589041096,Knowledge,Knowledge_trivia,1,between $1000 and $1500,Master's degree
3271,3271,272,5,5.589041096,Novelty,Novelty_animals,0,between $1000 and $1500,Master's degree
3272,3272,272,5,5.589041096,Novelty,Novelty_objects,6,between $1000 and $1500,Master's degree
3273,3273,272,5,5.589041096,Novelty,Novelty_repetitions,-1,between $1000 and $1500,Master's degree
3274,3274,272,5,5.589041096,Uncertainty reduction,Uncertainty_cards,0,between $1000 and $1500,Master's degree
3275,3275,272,5,5.589041096,Uncertainty reduction,Uncertainty_die,-1,between $1000 and $1500,Master's degree
3276,3276,272,5,5.589041096,Uncertainty reduction,Uncertainty_pixels,-1,between $1000 and $1500,Master's degree
3277,3277,273,7,7.808219178,Agency,Agency_butterflies,-1,Prefer not to say,"Some college, no degree"
3278,3278,273,7,7.808219178,Agency,Agency_doors,-1,Prefer not to say,"Some college, no degree"
3279,3279,273,7,7.808219178,Agency,Agency_envelopes,-1,Prefer not to say,"Some college, no degree"
3280,3280,273,7,7.808219178,Knowledge,Knowledge_pics,3,Prefer not to say,"Some college, no degree"
3281,3281,273,7,7.808219178,Knowledge,Knowledge_poems,2,Prefer not to say,"Some college, no degree"
3282,3282,273,7,7.808219178,Knowledge,Knowledge_trivia,4,Prefer not to say,"Some college, no degree"
3283,3283,273,7,7.808219178,Novelty,Novelty_animals,1,Prefer not to say,"Some college, no degree"
3284,3284,273,7,7.808219178,Novelty,Novelty_objects,1,Prefer not to say,"Some college, no degree"
3285,3285,273,7,7.808219178,Novelty,Novelty_repetitions,0,Prefer not to say,"Some college, no degree"
3286,3286,273,7,7.808219178,Uncertainty reduction,Uncertainty_cards,5,Prefer not to say,"Some college, no degree"
3287,3287,273,7,7.808219178,Uncertainty reduction,Uncertainty_die,5,Prefer not to say,"Some college, no degree"
3288,3288,273,7,7.808219178,Uncertainty reduction,Uncertainty_pixels,2,Prefer not to say,"Some college, no degree"
3289,3289,274,12,12.49315068,Agency,Agency_butterflies,1,less than $500,Bachelor's degree
3290,3290,274,12,12.49315068,Agency,Agency_doors,0,less than $500,Bachelor's degree
3291,3291,274,12,12.49315068,Agency,Agency_envelopes,0,less than $500,Bachelor's degree
3292,3292,274,12,12.49315068,Knowledge,Knowledge_pics,-2,less than $500,Bachelor's degree
3293,3293,274,12,12.49315068,Knowledge,Knowledge_poems,1,less than $500,Bachelor's degree
3294,3294,274,12,12.49315068,Knowledge,Knowledge_trivia,-1,less than $500,Bachelor's degree
3295,3295,274,12,12.49315068,Novelty,Novelty_animals,0,less than $500,Bachelor's degree
3296,3296,274,12,12.49315068,Novelty,Novelty_objects,0,less than $500,Bachelor's degree
3297,3297,274,12,12.49315068,Novelty,Novelty_repetitions,0,less than $500,Bachelor's degree
3298,3298,274,12,12.49315068,Uncertainty reduction,Uncertainty_cards,0,less than $500,Bachelor's degree
3299,3299,274,12,12.49315068,Uncertainty reduction,Uncertainty_die,0,less than $500,Bachelor's degree
3300,3300,274,12,12.49315068,Uncertainty reduction,Uncertainty_pixels,0,less than $500,Bachelor's degree
3301,3301,275,4,4.356164384,Agency,Agency_butterflies,0,Prefer not to say,Master's degree
3302,3302,275,4,4.356164384,Agency,Agency_doors,0,Prefer not to say,Master's degree
3303,3303,275,4,4.356164384,Agency,Agency_envelopes,4,Prefer not to say,Master's degree
3304,3304,275,4,4.356164384,Knowledge,Knowledge_pics,0,Prefer not to say,Master's degree
3305,3305,275,4,4.356164384,Knowledge,Knowledge_poems,-6,Prefer not to say,Master's degree
3306,3306,275,4,4.356164384,Knowledge,Knowledge_trivia,-3,Prefer not to say,Master's degree
3307,3307,275,4,4.356164384,Novelty,Novelty_animals,0,Prefer not to say,Master's degree
3308,3308,275,4,4.356164384,Novelty,Novelty_objects,-1,Prefer not to say,Master's degree
3309,3309,275,4,4.356164384,Novelty,Novelty_repetitions,6,Prefer not to say,Master's degree
3310,3310,275,4,4.356164384,Uncertainty reduction,Uncertainty_cards,3,Prefer not to say,Master's degree
3311,3311,275,4,4.356164384,Uncertainty reduction,Uncertainty_die,-1,Prefer not to say,Master's degree
3312,3312,275,4,4.356164384,Uncertainty reduction,Uncertainty_pixels,3,Prefer not to say,Master's degree
3313,3313,276,5,5.506849315,Agency,Agency_butterflies,0,more than $5000,Master's degree
3314,3314,276,5,5.506849315,Agency,Agency_doors,0,more than $5000,Master's degree
3315,3315,276,5,5.506849315,Agency,Agency_envelopes,0,more than $5000,Master's degree
3316,3316,276,5,5.506849315,Knowledge,Knowledge_pics,0,more than $5000,Master's degree
3317,3317,276,5,5.506849315,Knowledge,Knowledge_poems,0,more than $5000,Master's degree
3318,3318,276,5,5.506849315,Knowledge,Knowledge_trivia,0,more than $5000,Master's degree
3319,3319,276,5,5.506849315,Novelty,Novelty_animals,0,more than $5000,Master's degree
3320,3320,276,5,5.506849315,Novelty,Novelty_objects,0,more than $5000,Master's degree
3321,3321,276,5,5.506849315,Novelty,Novelty_repetitions,0,more than $5000,Master's degree
3322,3322,276,5,5.506849315,Uncertainty reduction,Uncertainty_cards,0,more than $5000,Master's degree
3323,3323,276,5,5.506849315,Uncertainty reduction,Uncertainty_die,0,more than $5000,Master's degree
3324,3324,276,5,5.506849315,Uncertainty reduction,Uncertainty_pixels,0,more than $5000,Master's degree
3325,3325,277,7,7.726027397,Agency,Agency_butterflies,1,between $2000 and $3000,"Some college, no degree"
3326,3326,277,7,7.726027397,Agency,Agency_doors,0,between $2000 and $3000,"Some college, no degree"
3327,3327,277,7,7.726027397,Agency,Agency_envelopes,-1,between $2000 and $3000,"Some college, no degree"
3328,3328,277,7,7.726027397,Knowledge,Knowledge_pics,2,between $2000 and $3000,"Some college, no degree"
3329,3329,277,7,7.726027397,Knowledge,Knowledge_poems,1,between $2000 and $3000,"Some college, no degree"
3330,3330,277,7,7.726027397,Knowledge,Knowledge_trivia,1,between $2000 and $3000,"Some college, no degree"
3331,3331,277,7,7.726027397,Novelty,Novelty_animals,2,between $2000 and $3000,"Some college, no degree"
3332,3332,277,7,7.726027397,Novelty,Novelty_objects,1,between $2000 and $3000,"Some college, no degree"
3333,3333,277,7,7.726027397,Novelty,Novelty_repetitions,2,between $2000 and $3000,"Some college, no degree"
3334,3334,277,7,7.726027397,Uncertainty reduction,Uncertainty_cards,2,between $2000 and $3000,"Some college, no degree"
3335,3335,277,7,7.726027397,Uncertainty reduction,Uncertainty_die,0,between $2000 and $3000,"Some college, no degree"
3336,3336,277,7,7.726027397,Uncertainty reduction,Uncertainty_pixels,1,between $2000 and $3000,"Some college, no degree"
3337,3337,278,6,6.164383562,Agency,Agency_butterflies,0,between $3000 and $5000,Associate degree
3338,3338,278,6,6.164383562,Agency,Agency_doors,3,between $3000 and $5000,Associate degree
3339,3339,278,6,6.164383562,Agency,Agency_envelopes,1,between $3000 and $5000,Associate degree
3340,3340,278,6,6.164383562,Knowledge,Knowledge_pics,0,between $3000 and $5000,Associate degree
3341,3341,278,6,6.164383562,Knowledge,Knowledge_poems,1,between $3000 and $5000,Associate degree
3342,3342,278,6,6.164383562,Knowledge,Knowledge_trivia,-1,between $3000 and $5000,Associate degree
3343,3343,278,6,6.164383562,Novelty,Novelty_animals,-2,between $3000 and $5000,Associate degree
3344,3344,278,6,6.164383562,Novelty,Novelty_objects,2,between $3000 and $5000,Associate degree
3345,3345,278,6,6.164383562,Novelty,Novelty_repetitions,1,between $3000 and $5000,Associate degree
3346,3346,278,6,6.164383562,Uncertainty reduction,Uncertainty_cards,0,between $3000 and $5000,Associate degree
3347,3347,278,6,6.164383562,Uncertainty reduction,Uncertainty_die,0,between $3000 and $5000,Associate degree
3348,3348,278,6,6.164383562,Uncertainty reduction,Uncertainty_pixels,-2,between $3000 and $5000,Associate degree
3349,3349,279,7,7.643835616,Agency,Agency_butterflies,0,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
3350,3350,279,7,7.643835616,Agency,Agency_doors,1,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
3351,3351,279,7,7.643835616,Agency,Agency_envelopes,2,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
3352,3352,279,7,7.643835616,Knowledge,Knowledge_pics,0,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
3353,3353,279,7,7.643835616,Knowledge,Knowledge_poems,0,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
3354,3354,279,7,7.643835616,Knowledge,Knowledge_trivia,-1,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
3355,3355,279,7,7.643835616,Novelty,Novelty_animals,3,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
3356,3356,279,7,7.643835616,Novelty,Novelty_objects,5,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
3357,3357,279,7,7.643835616,Novelty,Novelty_repetitions,0,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
3358,3358,279,7,7.643835616,Uncertainty reduction,Uncertainty_cards,0,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
3359,3359,279,7,7.643835616,Uncertainty reduction,Uncertainty_die,2,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
3360,3360,279,7,7.643835616,Uncertainty reduction,Uncertainty_pixels,2,between $2000 and $3000,"Doctorate degree (e.g., PhD, EdD)"
3361,3361,280,4,4.931506849,Agency,Agency_butterflies,0,between $2000 and $3000,Master's degree
3362,3362,280,4,4.931506849,Agency,Agency_doors,0,between $2000 and $3000,Master's degree
3363,3363,280,4,4.931506849,Agency,Agency_envelopes,0,between $2000 and $3000,Master's degree
3364,3364,280,4,4.931506849,Knowledge,Knowledge_pics,0,between $2000 and $3000,Master's degree
3365,3365,280,4,4.931506849,Knowledge,Knowledge_poems,0,between $2000 and $3000,Master's degree
3366,3366,280,4,4.931506849,Knowledge,Knowledge_trivia,0,between $2000 and $3000,Master's degree
3367,3367,280,4,4.931506849,Novelty,Novelty_animals,0,between $2000 and $3000,Master's degree
3368,3368,280,4,4.931506849,Novelty,Novelty_objects,0,between $2000 and $3000,Master's degree
3369,3369,280,4,4.931506849,Novelty,Novelty_repetitions,6,between $2000 and $3000,Master's degree
3370,3370,280,4,4.931506849,Uncertainty reduction,Uncertainty_cards,0,between $2000 and $3000,Master's degree
3371,3371,280,4,4.931506849,Uncertainty reduction,Uncertainty_die,0,between $2000 and $3000,Master's degree
3372,3372,280,4,4.931506849,Uncertainty reduction,Uncertainty_pixels,0,between $2000 and $3000,Master's degree
3373,3373,281,9,9.616438356,Agency,Agency_butterflies,1,between $3000 and $5000,Associate degree
3374,3374,281,9,9.616438356,Agency,Agency_doors,0,between $3000 and $5000,Associate degree
3375,3375,281,9,9.616438356,Agency,Agency_envelopes,1,between $3000 and $5000,Associate degree
3376,3376,281,9,9.616438356,Knowledge,Knowledge_pics,1,between $3000 and $5000,Associate degree
3377,3377,281,9,9.616438356,Knowledge,Knowledge_poems,0,between $3000 and $5000,Associate degree
3378,3378,281,9,9.616438356,Knowledge,Knowledge_trivia,-1,between $3000 and $5000,Associate degree
3379,3379,281,9,9.616438356,Novelty,Novelty_animals,3,between $3000 and $5000,Associate degree
3380,3380,281,9,9.616438356,Novelty,Novelty_objects,1,between $3000 and $5000,Associate degree
3381,3381,281,9,9.616438356,Novelty,Novelty_repetitions,3,between $3000 and $5000,Associate degree
3382,3382,281,9,9.616438356,Uncertainty reduction,Uncertainty_cards,1,between $3000 and $5000,Associate degree
3383,3383,281,9,9.616438356,Uncertainty reduction,Uncertainty_die,2,between $3000 and $5000,Associate degree
3384,3384,281,9,9.616438356,Uncertainty reduction,Uncertainty_pixels,2,between $3000 and $5000,Associate degree
3385,3385,282,7,7.808219178,Agency,Agency_butterflies,0,between $3000 and $5000,"Doctorate degree (e.g., PhD, EdD)"
3386,3386,282,7,7.808219178,Agency,Agency_doors,1,between $3000 and $5000,"Doctorate degree (e.g., PhD, EdD)"
3387,3387,282,7,7.808219178,Agency,Agency_envelopes,-1,between $3000 and $5000,"Doctorate degree (e.g., PhD, EdD)"
3388,3388,282,7,7.808219178,Knowledge,Knowledge_pics,6,between $3000 and $5000,"Doctorate degree (e.g., PhD, EdD)"
3389,3389,282,7,7.808219178,Knowledge,Knowledge_poems,0,between $3000 and $5000,"Doctorate degree (e.g., PhD, EdD)"
3390,3390,282,7,7.808219178,Knowledge,Knowledge_trivia,2,between $3000 and $5000,"Doctorate degree (e.g., PhD, EdD)"
3391,3391,282,7,7.808219178,Novelty,Novelty_animals,-1,between $3000 and $5000,"Doctorate degree (e.g., PhD, EdD)"
3392,3392,282,7,7.808219178,Novelty,Novelty_objects,-1,between $3000 and $5000,"Doctorate degree (e.g., PhD, EdD)"
3393,3393,282,7,7.808219178,Novelty,Novelty_repetitions,6,between $3000 and $5000,"Doctorate degree (e.g., PhD, EdD)"
3394,3394,282,7,7.808219178,Uncertainty reduction,Uncertainty_cards,2,between $3000 and $5000,"Doctorate degree (e.g., PhD, EdD)"
3395,3395,282,7,7.808219178,Uncertainty reduction,Uncertainty_die,0,between $3000 and $5000,"Doctorate degree (e.g., PhD, EdD)"
3396,3396,282,7,7.808219178,Uncertainty reduction,Uncertainty_pixels,2,between $3000 and $5000,"Doctorate degree (e.g., PhD, EdD)"
3397,3397,283,4,4.02739726,Agency,Agency_butterflies,0,between $2000 and $3000,Bachelor's degree
3398,3398,283,4,4.02739726,Agency,Agency_doors,0,between $2000 and $3000,Bachelor's degree
3399,3399,283,4,4.02739726,Agency,Agency_envelopes,0,between $2000 and $3000,Bachelor's degree
3400,3400,283,4,4.02739726,Knowledge,Knowledge_pics,0,between $2000 and $3000,Bachelor's degree
3401,3401,283,4,4.02739726,Knowledge,Knowledge_poems,0,between $2000 and $3000,Bachelor's degree
3402,3402,283,4,4.02739726,Knowledge,Knowledge_trivia,0,between $2000 and $3000,Bachelor's degree
3403,3403,283,4,4.02739726,Novelty,Novelty_animals,0,between $2000 and $3000,Bachelor's degree
3404,3404,283,4,4.02739726,Novelty,Novelty_objects,0,between $2000 and $3000,Bachelor's degree
3405,3405,283,4,4.02739726,Novelty,Novelty_repetitions,0,between $2000 and $3000,Bachelor's degree
3406,3406,283,4,4.02739726,Uncertainty reduction,Uncertainty_cards,0,between $2000 and $3000,Bachelor's degree
3407,3407,283,4,4.02739726,Uncertainty reduction,Uncertainty_die,0,between $2000 and $3000,Bachelor's degree
3408,3408,283,4,4.02739726,Uncertainty reduction,Uncertainty_pixels,0,between $2000 and $3000,Bachelor's degree
3409,3409,284,9,9.205479452,Agency,Agency_butterflies,0,more than $5000,"Doctorate degree (e.g., PhD, EdD)"
3410,3410,284,9,9.205479452,Agency,Agency_doors,1,more than $5000,"Doctorate degree (e.g., PhD, EdD)"
3411,3411,284,9,9.205479452,Agency,Agency_envelopes,2,more than $5000,"Doctorate degree (e.g., PhD, EdD)"
3412,3412,284,9,9.205479452,Knowledge,Knowledge_pics,0,more than $5000,"Doctorate degree (e.g., PhD, EdD)"
3413,3413,284,9,9.205479452,Knowledge,Knowledge_poems,-3,more than $5000,"Doctorate degree (e.g., PhD, EdD)"
3414,3414,284,9,9.205479452,Knowledge,Knowledge_trivia,1,more than $5000,"Doctorate degree (e.g., PhD, EdD)"
3415,3415,284,9,9.205479452,Novelty,Novelty_animals,1,more than $5000,"Doctorate degree (e.g., PhD, EdD)"
3416,3416,284,9,9.205479452,Novelty,Novelty_objects,0,more than $5000,"Doctorate degree (e.g., PhD, EdD)"
3417,3417,284,9,9.205479452,Novelty,Novelty_repetitions,4,more than $5000,"Doctorate degree (e.g., PhD, EdD)"
3418,3418,284,9,9.205479452,Uncertainty reduction,Uncertainty_cards,4,more than $5000,"Doctorate degree (e.g., PhD, EdD)"
3419,3419,284,9,9.205479452,Uncertainty reduction,Uncertainty_die,4,more than $5000,"Doctorate degree (e.g., PhD, EdD)"
3420,3420,284,9,9.205479452,Uncertainty reduction,Uncertainty_pixels,-1,more than $5000,"Doctorate degree (e.g., PhD, EdD)"
3421,3421,285,6,6.739726027,Agency,Agency_butterflies,1,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
3422,3422,285,6,6.739726027,Agency,Agency_doors,1,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
3423,3423,285,6,6.739726027,Agency,Agency_envelopes,1,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
3424,3424,285,6,6.739726027,Knowledge,Knowledge_pics,2,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
3425,3425,285,6,6.739726027,Knowledge,Knowledge_poems,2,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
3426,3426,285,6,6.739726027,Knowledge,Knowledge_trivia,-2,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
3427,3427,285,6,6.739726027,Novelty,Novelty_animals,0,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
3428,3428,285,6,6.739726027,Novelty,Novelty_objects,0,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
3429,3429,285,6,6.739726027,Novelty,Novelty_repetitions,6,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
3430,3430,285,6,6.739726027,Uncertainty reduction,Uncertainty_cards,1,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
3431,3431,285,6,6.739726027,Uncertainty reduction,Uncertainty_die,0,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
3432,3432,285,6,6.739726027,Uncertainty reduction,Uncertainty_pixels,1,Prefer not to say,"High school graduate, diploma or the equivalent (e.g., GED)"
3433,3433,286,8,8.465753425,Agency,Agency_butterflies,1,Prefer not to say,Bachelor's degree
3434,3434,286,8,8.465753425,Agency,Agency_doors,1,Prefer not to say,Bachelor's degree
3435,3435,286,8,8.465753425,Agency,Agency_envelopes,0,Prefer not to say,Bachelor's degree
3436,3436,286,8,8.465753425,Knowledge,Knowledge_pics,2,Prefer not to say,Bachelor's degree
3437,3437,286,8,8.465753425,Knowledge,Knowledge_poems,1,Prefer not to say,Bachelor's degree
3438,3438,286,8,8.465753425,Knowledge,Knowledge_trivia,-2,Prefer not to say,Bachelor's degree
3439,3439,286,8,8.465753425,Novelty,Novelty_animals,1,Prefer not to say,Bachelor's degree
3440,3440,286,8,8.465753425,Novelty,Novelty_objects,0,Prefer not to say,Bachelor's degree
3441,3441,286,8,8.465753425,Novelty,Novelty_repetitions,2,Prefer not to say,Bachelor's degree
3442,3442,286,8,8.465753425,Uncertainty reduction,Uncertainty_cards,-1,Prefer not to say,Bachelor's degree
3443,3443,286,8,8.465753425,Uncertainty reduction,Uncertainty_die,1,Prefer not to say,Bachelor's degree
3444,3444,286,8,8.465753425,Uncertainty reduction,Uncertainty_pixels,2,Prefer not to say,Bachelor's degree
3445,3445,287,9,10.02739726,Agency,Agency_butterflies,1,between $3000 and $5000,Master's degree
3446,3446,287,9,10.02739726,Agency,Agency_doors,0,between $3000 and $5000,Master's degree
3447,3447,287,9,10.02739726,Agency,Agency_envelopes,0,between $3000 and $5000,Master's degree
3448,3448,287,9,10.02739726,Knowledge,Knowledge_pics,0,between $3000 and $5000,Master's degree
3449,3449,287,9,10.02739726,Knowledge,Knowledge_poems,2,between $3000 and $5000,Master's degree
3450,3450,287,9,10.02739726,Knowledge,Knowledge_trivia,1,between $3000 and $5000,Master's degree
3451,3451,287,9,10.02739726,Novelty,Novelty_animals,2,between $3000 and $5000,Master's degree
3452,3452,287,9,10.02739726,Novelty,Novelty_objects,3,between $3000 and $5000,Master's degree
3453,3453,287,9,10.02739726,Novelty,Novelty_repetitions,3,between $3000 and $5000,Master's degree
3454,3454,287,9,10.02739726,Uncertainty reduction,Uncertainty_cards,0,between $3000 and $5000,Master's degree
3455,3455,287,9,10.02739726,Uncertainty reduction,Uncertainty_die,1,between $3000 and $5000,Master's degree
3456,3456,287,9,10.02739726,Uncertainty reduction,Uncertainty_pixels,0,between $3000 and $5000,Master's degree
3457,3457,288,8,8.301369863,Agency,Agency_butterflies,0,between $3000 and $5000,Bachelor's degree
3458,3458,288,8,8.301369863,Agency,Agency_doors,0,between $3000 and $5000,Bachelor's degree
3459,3459,288,8,8.301369863,Agency,Agency_envelopes,0,between $3000 and $5000,Bachelor's degree
3460,3460,288,8,8.301369863,Knowledge,Knowledge_pics,0,between $3000 and $5000,Bachelor's degree
3461,3461,288,8,8.301369863,Knowledge,Knowledge_poems,4,between $3000 and $5000,Bachelor's degree
3462,3462,288,8,8.301369863,Knowledge,Knowledge_trivia,3,between $3000 and $5000,Bachelor's degree
3463,3463,288,8,8.301369863,Novelty,Novelty_animals,0,between $3000 and $5000,Bachelor's degree
3464,3464,288,8,8.301369863,Novelty,Novelty_objects,-3,between $3000 and $5000,Bachelor's degree
3465,3465,288,8,8.301369863,Novelty,Novelty_repetitions,-3,between $3000 and $5000,Bachelor's degree
3466,3466,288,8,8.301369863,Uncertainty reduction,Uncertainty_cards,0,between $3000 and $5000,Bachelor's degree
3467,3467,288,8,8.301369863,Uncertainty reduction,Uncertainty_die,2,between $3000 and $5000,Bachelor's degree
3468,3468,288,8,8.301369863,Uncertainty reduction,Uncertainty_pixels,0,between $3000 and $5000,Bachelor's degree
3469,3469,289,7,7.561643836,Agency,Agency_butterflies,1,between $1000 and $1500,"Some college, no degree"
3470,3470,289,7,7.561643836,Agency,Agency_doors,1,between $1000 and $1500,"Some college, no degree"
3471,3471,289,7,7.561643836,Agency,Agency_envelopes,0,between $1000 and $1500,"Some college, no degree"
3472,3472,289,7,7.561643836,Knowledge,Knowledge_pics,3,between $1000 and $1500,"Some college, no degree"
3473,3473,289,7,7.561643836,Knowledge,Knowledge_poems,3,between $1000 and $1500,"Some college, no degree"
3474,3474,289,7,7.561643836,Knowledge,Knowledge_trivia,2,between $1000 and $1500,"Some college, no degree"
